Scan Name,Updated,Type,Module,Source,F/P,Data
russian,2026-08-06 16:56:12,INTERNET_NAME,SpiderFoot UI,ask.snarlybusinesses.shop,0,ask.snarlybusinesses.shop
russian,2026-08-06 17:42:49,SIMILARDOMAIN,sfp_tldsearch,ask.snarlybusinesses.shop,0,snarlybusinesses.cust.dev.thingdust.io
russian,2026-08-06 17:42:49,SIMILARDOMAIN,sfp_tldsearch,ask.snarlybusinesses.shop,0,snarlybusinesses.cust.disrec.thingdust.io
russian,2026-08-06 17:40:41,SIMILARDOMAIN,sfp_tldsearch,ask.snarlybusinesses.shop,0,snarlybusinesses.on-web.fr
russian,2026-08-06 17:42:49,SIMILARDOMAIN,sfp_tldsearch,ask.snarlybusinesses.shop,0,snarlybusinesses.reservd.disrec.thingdust.io
russian,2026-08-06 17:42:27,SIMILARDOMAIN,sfp_tldsearch,ask.snarlybusinesses.shop,0,snarlybusinesses.vipsinaapp.com
german,2026-08-06 16:09:35,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.com.im,0,"
                This information has been redacted to comply with European Union General Data Protection Regulations (GDPR). Please contact us at info@nic.im if you have any further queries.
              
Domain Name:	ww88.com.im
Domain Managers
Name: Redacted
Address
Redacted
Domain Owners / Registrant
Name: Redacted
Address
Redacted
Administrative Contact
Name: Redacted
Address
Redacted
Billing Contact
Name: Redacted
Address
Redacted
Technical Contact
Name: Redacted
Address
Redacted
Domain Details
Expiry Date: 14/12/2026 00:59:58
Name Server:bethany.ns.cloudflare.com.
Name Server:dion.ns.cloudflare.com.
"
german,2026-08-06 16:09:35,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.net.im,0,"
                This information has been redacted to comply with European Union General Data Protection Regulations (GDPR). Please contact us at info@nic.im if you have any further queries.
              
Domain Name:	ww88.net.im
Domain Managers
Name: Redacted
Address
Redacted
Domain Owners / Registrant
Name: Redacted
Address
Redacted
Administrative Contact
Name: Redacted
Address
Redacted
Billing Contact
Name: Redacted
Address
Redacted
Technical Contact
Name: Redacted
Address
Redacted
Domain Details
Expiry Date: 21/12/2026 00:59:59
Name Server:nola.ns.cloudflare.com.
Name Server:trace.ns.cloudflare.com.
"
german,2026-08-06 16:27:23,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.co.uk,0,"
    Domain name:
        ww88.co.uk

    Data validation:
        Nominet was not able to match the registrant's name and/or address against a 3rd party source on 13-Oct-2025

    Registrar:
        Namecheap, Inc. t/a Spaceship [Tag = SPACESHIP]
        URL: https://www.spaceship.com

    Relevant dates:
        Registered on: 13-Oct-2025
        Expiry date:  13-Oct-2026
        Last updated:  27-Nov-2025

    Registration status:
        Registered until expiry date.

    Name servers:
        love.ns.cloudflare.com
        noah.ns.cloudflare.com

    WHOIS lookup made at 17:27:23 06-Aug-2026

    ********************************************************************************
    * WHOIS service for .UK will cease on 9th of February 2027                     *
    * For more information on the replacement RDAP services please see:            *
    * https://theukdomain.uk/rdap                                                  *
    **********************************************"
german,2026-08-06 16:27:24,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.org.uk,0,"
    Domain name:
        ww88.org.uk

    Data validation:
        Nominet was not able to match the registrant's name and/or address against a 3rd party source on 03-Jan-2026

    Registrar:
        Namecheap, Inc. t/a Spaceship [Tag = SPACESHIP]
        URL: https://www.spaceship.com

    Relevant dates:
        Registered on: 03-Jan-2026
        Expiry date:  03-Jan-2027
        Last updated:  03-Jan-2026

    Registration status:
        Registered until expiry date.

    Name servers:
        launch1.spaceship.net
        launch2.spaceship.net

    DNSSEC:
        Signed

    WHOIS lookup made at 17:27:24 06-Aug-2026

    ********************************************************************************
    * WHOIS service for .UK will cease on 9th of February 2027                     *
    * For more information on the replacement RDAP services please see:            *
    * https://theukdomain.uk/rdap                                                  *
    ****************"
german,2026-08-06 16:22:25,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.name,0,"
Disclaimer: VeriSign, Inc. makes every effort to maintain the
completeness and accuracy of the Whois data, but cannot guarantee
that the results are error-free. Therefore, any data provided
through the Whois service are on an as is basis without any
warranties.
BY USING THE WHOIS SERVICE AND THE DATA CONTAINED
HEREIN OR IN ANY REPORT GENERATED WITH RESPECT THERETO, IT IS
ACCEPTED THAT VERISIGN, INC. IS NOT LIABLE FOR
ANY DAMAGES OF ANY KIND ARISING OUT OF, OR IN CONNECTION WITH, THE
REPORT OR THE INFORMATION PROVIDED BY THE WHOIS SERVICE, NOR
OMISSIONS OR MISSING INFORMATION. THE RESULTS OF ANY WHOIS REPORT OR
INFORMATION PROVIDED BY THE WHOIS SERVICE CANNOT BE RELIED UPON IN
CONTEMPLATION OF LEGAL PROCEEDINGS WITHOUT FURTHER VERIFICATION, NOR
DO SUCH RESULTS CONSTITUTE A LEGAL OPINION. Acceptance of the
results of the Whois constitutes acceptance of these terms,
conditions and limitations. Whois data may be requested only for
lawful purposes, in particular, to protect legal rights and
obli"
german,2026-08-06 16:22:03,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.com.mx,0,"
Domain Name:       ww88.com.mx

Created On:        2025-12-01
Expiration Date:   2026-12-01
Last Updated On:   2026-01-17
Registrar:         Namecheap, Inc.
URL:               https://namecheap.com
Whois TCP URI:     whois.namecheap.com

Registrant:
   Name:           Redacted for Privacy
   City:           Reykjavik
   State:          Capital Region
   Country:        Iceland

Administrative Contact:
   Name:           Redacted for Privacy
   City:           Reykjavik
   State:          Capital Region
   Country:        Iceland

Technical Contact:
   Name:           Redacted for Privacy
   City:           Reykjavik
   State:          Capital Region
   Country:        Iceland

Billing Contact:
   Name:           Redacted for Privacy
   City:           Reykjavik
   State:          Capital Region
   Country:        Iceland

Name Servers:
   DNS:            desi.ns.cloudflare.com       
   DNS:            logan.ns.cloudflare.com       

DNSSEC DS Records:


% NOTICE: The"
german,2026-08-06 16:22:07,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.mx,0,"
Domain Name:       ww88.mx

Created On:        2026-06-08
Expiration Date:   2027-06-08
Last Updated On:   2026-07-25
Registrar:         Dynadot Inc
URL:               http://www.dynadot.com
Whois TCP URI:     whois.dynadot.com

Registrant:
   Name:           Dynadot Privacy Service
   City:           San Mateo
   State:          California
   Country:        United States

Administrative Contact:
   Name:           Dynadot Privacy Service
   City:           San Mateo
   State:          California
   Country:        United States

Technical Contact:
   Name:           Dynadot Privacy Service
   City:           San Mateo
   State:          California
   Country:        United States

Billing Contact:
   Name:           Dynadot Privacy Service
   City:           San Mateo
   State:          California
   Country:        United States

Name Servers:
   DNS:            cora.ns.cloudflare.com       
   DNS:            harvey.ns.cloudflare.com       

DNSSEC DS Records:


%"
german,2026-08-06 16:22:14,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.org.mx,0,"
Domain Name:       ww88.org.mx

Created On:        2024-09-11
Expiration Date:   2026-09-11
Last Updated On:   2025-09-18
Registrar:         Namecheap, Inc.
URL:               https://namecheap.com
Whois TCP URI:     whois.namecheap.com

Registrant:
   Name:           Redacted for Privacy
   City:           Reykjavik
   State:          Capital Region
   Country:        Iceland

Administrative Contact:
   Name:           Redacted for Privacy
   City:           Reykjavik
   State:          Capital Region
   Country:        Iceland

Technical Contact:
   Name:           Redacted for Privacy
   City:           Reykjavik
   State:          Capital Region
   Country:        Iceland

Billing Contact:
   Name:           Redacted for Privacy
   City:           Reykjavik
   State:          Capital Region
   Country:        Iceland

Name Servers:
   DNS:            austin.ns.cloudflare.com       
   DNS:            connie.ns.cloudflare.com       

DNSSEC DS Records:


% NOTICE: "
german,2026-08-06 16:00:06,AFFILIATE_DOMAIN_WHOIS,sfp_whois,cloudflare.com,0,"   Domain Name: CLOUDFLARE.COM
   Registry Domain ID: 1542998887_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.cloudflare.com
   Registrar URL: http://www.cloudflare.com
   Updated Date: 2024-01-09T16:45:28Z
   Creation Date: 2009-02-17T22:07:54Z
   Registry Expiry Date: 2033-02-17T22:07:54Z
   Registrar: Cloudflare, Inc.
   Registrar IANA ID: 1910
   Registrar Abuse Contact Email: registrar-abuse@cloudflare.com
   Registrar Abuse Contact Phone: +1.6503198930
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: "
german,2026-08-06 16:46:43,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.it.com,0,"   Domain Name: IT.COM
   Registry Domain ID: 3405795_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.dnsale.com
   Registrar URL: http://dnsale.com
   Updated Date: 2025-12-02T20:37:22Z
   Creation Date: 1992-10-23T04:00:00Z
   Registry Expiry Date: 2035-10-22T04:00:00Z
   Registrar: Intis Telecom Limited
   Registrar IANA ID: 4030
   Registrar Abuse Contact Email: abuse@dnsale.com
   Registrar Abuse Contact Phone: +442035146677
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Name Server: NS1.IT.COM
   Name Server: NS2.IT.COM
   Name Server: NS3.IT.COM
   DNSSEC: signedDelegation
   DNSSEC DS Data: 2371 13 2 784858FE0FB562DF1A0EC94FED2075E60A237DE9C9EA75EB5B53D95208CBABEC
   URL of the ICANN Whois Inaccuracy Complaint Form: https://www.icann.org/wicf/
>>> Last update of whois database: 2026-08-06T16:46:28Z <<<

For more information on Whois status codes, ple"
german,2026-08-06 16:04:19,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.cc,0,"   Domain Name: WW88.CC
   Registry Domain ID: 110080503_DOMAIN_CC-VRSN
   Registrar WHOIS Server: whois.22.cn
   Registrar URL: http://www.22.cn
   Updated Date: 2026-05-14T11:54:49Z
   Creation Date: 2014-10-01T08:30:30Z
   Registry Expiry Date: 2026-10-01T08:30:30Z
   Registrar: 22net, Inc.
   Registrar IANA ID: 1555
   Registrar Abuse Contact Email: abuse@22.cn
   Registrar Abuse Contact Phone: +86.571.88276020
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Name Server: NS1.AFTERNIC.COM
   Name Server: NS2.AFTERNIC.COM
   DNSSEC: unsigned
   URL of the ICANN Whois Inaccuracy Complaint Form: https://www.icann.org/wicf/
>>> Last update of WHOIS database: 2026-08-06T16:04:01Z <<<

For more information on Whois status codes, please visit https://icann.org/epp

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does n"
german,2026-08-06 16:09:27,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.com,0,"   Domain Name: WW88.COM
   Registry Domain ID: 130378540_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.godaddy.com
   Registrar URL: http://www.godaddy.com
   Updated Date: 2026-04-13T12:58:25Z
   Creation Date: 2004-09-19T13:06:57Z
   Registry Expiry Date: 2027-09-19T13:06:57Z
   Registrar: GoDaddy.com, LLC
   Registrar IANA ID: 146
   Registrar Abuse Contact Email: abuse@godaddy.com
   Registrar Abuse Contact Phone: 480-624-2505
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientRenewProhibited https://icann.org/epp#clientRenewProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Name Server: PNS51.CLOUDNS.NET
   Name Server: PNS52.CLOUDNS.NET
   Name Server: PNS53.CLOUDNS.NET
   Name Server: PNS54.CLOUDNS.NET
   DNSSEC: unsigned
   URL of the ICANN Whois Inaccuracy Complaint Form: https://ww"
german,2026-08-06 16:22:29,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.net,0,"   Domain Name: WW88.NET
   Registry Domain ID: 1598760964_DOMAIN_NET-VRSN
   Registrar WHOIS Server: whois.godaddy.com
   Registrar URL: http://www.godaddy.com
   Updated Date: 2026-06-05T13:04:48Z
   Creation Date: 2010-05-24T07:26:11Z
   Registry Expiry Date: 2027-05-24T07:26:11Z
   Registrar: GoDaddy.com, LLC
   Registrar IANA ID: 146
   Registrar Abuse Contact Email: abuse@godaddy.com
   Registrar Abuse Contact Phone: 480-624-2505
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientRenewProhibited https://icann.org/epp#clientRenewProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Name Server: NS25.DOMAINCONTROL.COM
   Name Server: NS26.DOMAINCONTROL.COM
   DNSSEC: unsigned
   URL of the ICANN Whois Inaccuracy Complaint Form: https://www.icann.org/wicf/
>>> Last update of whois database: 2026-"
german,2026-08-06 16:00:43,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.com.br,0,"% Copyright (c) Nic.br - Use of this data is governed by the Use and
% Privacy Policy at https://registro.br/upp . Distribution,
% commercialization, reproduction, and use for advertising or similar
% purposes are expressly prohibited.
% 2026-08-06T13:00:43-03:00 - 92.211.149.84

domain:      ww88.com.br
owner:       Francisco Firmino Soares Junior
owner-c:     FFSJU66
tech-c:      FFSJU66
nserver:     clarissa.ns.cloudflare.com
nsstat:      20260806 AA
nslastaa:    20260806
nserver:     tadeo.ns.cloudflare.com
nsstat:      20260806 AA
nslastaa:    20260806
saci:        yes
created:     20250517 #29579294
changed:     20260406
expires:     20270517
status:      published

nic-hdl-br:  FFSJU66
person:      Francisco Firmino Soares Junior
created:     20250408
changed:     20260224

% Security and mail abuse issues should also be addressed to cert.br,
% respectivelly to cert@cert.br and mail-abuse@cert.br
%
% whois.registro.br only accepts exact match queries for domains,
% registrants, contacts, tickets, provi"
german,2026-08-06 16:09:36,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.is,0,"% This is the ISNIC Whois server.
%
% Rights restricted by copyright.
% See https://www.isnic.is/en/about/copyright

domain:       ww88.is
registrant:   TH6958-IS
admin-c:      NI231-IS
tech-c:       NI231-IS
zone-c:       CN25-IS
billing-c:    NI230-IS
nserver:      linda.ns.cloudflare.com
nserver:      yew.ns.cloudflare.com
dnssec:       unsigned delegation
created:      December  8 2025
expires:      December  8 2026
source:       ISNIC 

nic-hdl:      TH6958-IS
address:      VN
created:      December  8 2025
source:       ISNIC 

role:         NameCheap, Inc.
nic-hdl:      NI230-IS
address:      4600 East Washington Street, Suite 305
address:      Phoenix, AZ 85034
address:      US
phone:        +1 6613102107
e-mail:       isnicdomains2@namecheap.com
created:      March 21 2019
source:       ISNIC 

role:         NameCheap, Inc.
nic-hdl:      NI231-IS
address:      4600 East Washington Street, Suite 305
address:      Phoenix, AZ 85034
address:      US
phone:        +1 6613102107
e-mail:       isnicdomains"
german,2026-08-06 15:59:22,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.ad,0,"% This is the RIPE Database query service.
% The objects are in RPSL format.
%
% The RIPE Database is subject to Terms and Conditions.
% See https://docs.db.ripe.net/terms-conditions.html

% Note: this output has been filtered.
%       To receive output for a database update, use the ""-B"" flag.

%ERROR:101: no entries found
%
% No entries found in source RIPE.

% This query was served by the RIPE Database Query Service version 1.123 (BUSA)


"
german,2026-08-06 16:27:02,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.tw,0,"% [whois.apnic.net]
% Whois data copyright terms    http://www.apnic.net/db/dbcopyright.html

%ERROR:101: no entries found
%
% No entries found in source APNIC,JPNIC,KRNIC,TWNIC,IDNIC,IRINN-GRS.

% This query was served by the APNIC Whois Service version 1.88.48 (WHOIS-UK2)


"
german,2026-08-06 16:44:15,SIMILARDOMAIN_WHOIS,sfp_whois,ww88.on-web.fr,0,"%%
%% This is the AFNIC Whois server.
%%
%% complete date format: YYYY-MM-DDThh:mm:ssZ
%%
%% Rights restricted by copyright.
%% See https://www.afnic.fr/en/domain-names-and-support/everything-there-is-to-know-about-domain-names/find-a-domain-name-or-a-holder-using-whois/
%%
%%

%% NOT FOUND

>>> Last update of WHOIS database: 2026-08-06T16:44:14.827381Z <<<

"
